"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-8-4",,,,"User:","ubuntu"
"Cmdline:","dstat --output /home/ubuntu/stats_async/async_stats.csv -cdn",,,,"Date:","05 Dec 2016 23:46:57 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
1.483,0.418,98.046,0.042,0.000,0.011,2866.491,16574.781,0.0,0.0
51.500,9.750,38.750,0.0,0.0,0.0,0.0,0.0,892.0,4550.0
0.752,0.0,98.747,0.501,0.0,0.0,0.0,126976.0,4290.0,3584.0
0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,162.0,216.0
0.501,0.251,98.997,0.0,0.0,0.251,0.0,0.0,162.0,224.0
0.750,0.500,98.750,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.504,0.0,99.496,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.752,0.251,98.747,0.251,0.0,0.0,0.0,32768.0,216.0,298.0
0.752,0.251,98.997,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,120.0,224.0
0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,120.0,224.0
0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.504,0.0,99.244,0.252,0.0,0.0,0.0,20480.0,162.0,224.0
0.504,0.0,99.496,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.515,0.758,97.727,0.0,0.0,0.0,0.0,0.0,25798.0,16155.0
0.504,0.756,98.741,0.0,0.0,0.0,0.0,0.0,8436.0,6644.0
0.754,0.251,98.744,0.251,0.0,0.0,0.0,20480.0,216.0,298.0
3.258,1.504,95.238,0.0,0.0,0.0,0.0,0.0,49126.0,13606.0
2.506,0.752,96.742,0.0,0.0,0.0,0.0,0.0,21596.0,16882.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.003,0.0,98.496,0.501,0.0,0.0,0.0,28672.0,1372.0,923.0
0.252,0.504,99.244,0.0,0.0,0.0,0.0,0.0,437.0,1112.0
0.251,0.503,99.246,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,1691.0,1533.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,162.0,216.0
0.504,0.252,98.992,0.252,0.0,0.0,0.0,20480.0,216.0,298.0
1.0,0.250,98.750,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.003,0.251,98.747,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.505,0.253,99.242,0.0,0.0,0.0,0.0,0.0,1311.0,1102.0
0.503,0.503,98.995,0.0,0.0,0.0,0.0,0.0,1010.0,1220.0
0.754,0.251,98.744,0.251,0.0,0.0,0.0,36864.0,1312.0,1299.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,162.0,440.0
1.247,0.499,98.254,0.0,0.0,0.0,0.0,0.0,1446.0,1626.0
1.244,0.746,97.761,0.0,0.0,0.249,0.0,0.0,1251.0,1433.0
1.741,0.249,98.010,0.0,0.0,0.0,0.0,0.0,349.0,327.0
1.746,0.499,97.506,0.249,0.0,0.0,0.0,90112.0,700.0,1238.0
0.756,0.0,99.244,0.0,0.0,0.0,0.0,0.0,2018.0,1960.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,349.0,298.0
