"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-8-1",,,,"User:","ubuntu"
"Cmdline:","dstat --output /home/ubuntu/stats_async/async_stats.csv -cdn",,,,"Date:","05 Dec 2016 23:46:57 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
2.721,0.932,96.232,0.062,0.000,0.054,20641.403,47555.608,0.0,0.0
61.153,7.769,31.078,0.0,0.0,0.0,0.0,94208.0,14604.0,1728.0
14.214,11.471,73.815,0.0,0.0,0.499,0.0,0.0,13592.0,16782.0
16.080,11.055,72.362,0.0,0.0,0.503,0.0,0.0,1012.0,534.0
14.536,13.784,70.927,0.0,0.0,0.752,0.0,0.0,938.0,480.0
17.005,10.406,72.081,0.0,0.0,0.508,0.0,0.0,938.0,480.0
16.500,11.250,71.0,0.500,0.0,0.750,0.0,40960.0,938.0,480.0
17.750,9.250,72.750,0.0,0.0,0.250,0.0,0.0,1012.0,534.0
15.829,10.804,73.116,0.0,0.0,0.251,0.0,0.0,970.0,534.0
19.750,10.500,69.0,0.0,0.0,0.750,0.0,0.0,962.0,546.0
79.198,20.802,0.0,0.0,0.0,0.0,0.0,0.0,1310.0,842.0
88.250,11.500,0.0,0.0,0.0,0.250,0.0,45056.0,2192.0,1506.0
94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1348.0,780.0
83.0,16.750,0.0,0.0,0.0,0.250,0.0,0.0,1344.0,922.0
91.250,8.500,0.0,0.0,0.0,0.250,0.0,0.0,1706.0,1036.0
60.914,24.365,14.467,0.0,0.0,0.254,20480.0,0.0,121154.0,220568.0
17.333,33.333,49.067,0.0,0.0,0.267,0.0,61440.0,1304.0,2053.0
11.869,22.475,65.152,0.0,0.0,0.505,0.0,0.0,1188.0,600.0
31.472,23.096,44.416,0.0,0.0,1.015,0.0,0.0,81621.0,182183.0
