"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-8-3",,,,"User:","ubuntu"
"Cmdline:","dstat --output /home/ubuntu/stats_async/async_stats.csv -cdn",,,,"Date:","05 Dec 2016 23:46:57 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
1.452,0.427,98.069,0.041,0.000,0.011,2963.150,17538.582,0.0,0.0
63.184,11.443,25.124,0.249,0.0,0.0,0.0,0.0,736.0,4142.0
0.253,0.0,99.747,0.0,0.0,0.0,0.0,0.0,4146.0,3231.0
0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,162.0,435.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.756,0.0,98.992,0.252,0.0,0.0,0.0,57344.0,162.0,224.0
0.252,0.504,99.244,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.504,0.0,99.496,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,216.0,298.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,120.0,224.0
0.253,0.0,99.494,0.253,0.0,0.0,0.0,20480.0,120.0,224.0
0.503,0.251,99.246,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.493,0.498,98.010,0.0,0.0,0.0,0.0,0.0,162.0,224.0
2.494,0.998,96.259,0.249,0.0,0.0,0.0,106496.0,23455.0,8600.0
2.0,1.250,96.750,0.0,0.0,0.0,0.0,0.0,31356.0,20120.0
1.980,0.495,97.525,0.0,0.0,0.0,0.0,0.0,162.0,224.0
2.985,1.244,95.522,0.0,0.0,0.249,0.0,0.0,32581.0,10544.0
1.995,1.247,96.758,0.0,0.0,0.0,0.0,0.0,17735.0,13961.0
0.754,0.251,98.744,0.251,0.0,0.0,0.0,20480.0,162.0,216.0
0.752,0.501,98.747,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.252,0.504,99.244,0.0,0.0,0.0,0.0,0.0,486.0,364.0
0.253,0.0,99.747,0.0,0.0,0.0,0.0,0.0,802.0,1007.0
0.504,0.252,99.244,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.252,0.504,98.237,1.008,0.0,0.0,0.0,20480.0,754.0,430.0
0.505,0.0,99.495,0.0,0.0,0.0,0.0,0.0,162.0,469.0
0.253,0.0,99.747,0.0,0.0,0.0,0.0,0.0,162.0,224.0
0.251,0.503,99.246,0.0,0.0,0.0,0.0,0.0,216.0,298.0
0.253,0.505,99.242,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.003,0.251,98.246,0.501,0.0,0.0,0.0,49152.0,2961.0,2383.0
1.003,0.501,98.496,0.0,0.0,0.0,0.0,0.0,162.0,780.0
0.501,1.003,98.496,0.0,0.0,0.0,0.0,0.0,162.0,224.0
1.244,0.746,98.010,0.0,0.0,0.0,0.0,0.0,536.0,430.0
1.247,0.499,98.254,0.0,0.0,0.0,0.0,0.0,349.0,298.0
