"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-8-3",,,,"User:","ubuntu"
"Cmdline:","dstat --output /home/ubuntu/output/sync_stats.csv -cdn",,,,"Date:","04 Dec 2016 02:57:54 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
1.459,0.423,98.067,0.040,0.000,0.011,2869.359,17878.608,0.0,0.0
18.0,3.0,79.0,0.0,0.0,0.0,0.0,0.0,228.0,712.0
1.768,1.263,96.717,0.253,0.0,0.0,20480.0,0.0,17806.0,5193.0
1.754,0.752,97.494,0.0,0.0,0.0,0.0,0.0,349.0,497.0
2.256,0.501,96.742,0.501,0.0,0.0,0.0,69632.0,1564.0,2068.0
1.759,0.503,97.739,0.0,0.0,0.0,0.0,0.0,349.0,290.0
1.511,0.504,97.985,0.0,0.0,0.0,0.0,0.0,1576.0,2025.0
2.005,0.501,97.494,0.0,0.0,0.0,0.0,0.0,307.0,356.0
1.515,0.505,97.980,0.0,0.0,0.0,0.0,0.0,1635.0,1933.0
2.020,0.253,97.475,0.253,0.0,0.0,0.0,20480.0,1622.0,1917.0
1.763,0.504,97.733,0.0,0.0,0.0,0.0,69632.0,1603.0,1876.0
1.519,0.253,98.228,0.0,0.0,0.0,0.0,0.0,349.0,515.0
2.261,0.251,97.487,0.0,0.0,0.0,0.0,0.0,1556.0,1729.0
2.256,0.501,97.243,0.0,0.0,0.0,0.0,0.0,349.0,552.0
1.777,0.0,97.462,0.761,0.0,0.0,0.0,32768.0,1561.0,1947.0
2.015,0.504,97.481,0.0,0.0,0.0,0.0,0.0,1630.0,1893.0
2.500,0.750,96.750,0.0,0.0,0.0,0.0,0.0,349.0,560.0
2.513,0.251,97.236,0.0,0.0,0.0,0.0,0.0,1660.0,1918.0
2.506,0.501,96.992,0.0,0.0,0.0,0.0,0.0,1560.0,1745.0
1.515,0.505,97.727,0.253,0.0,0.0,0.0,20480.0,403.0,630.0
1.515,0.505,97.980,0.0,0.0,0.0,0.0,0.0,1559.0,1947.0
1.269,0.761,97.970,0.0,0.0,0.0,0.0,0.0,1484.0,1647.0
1.772,0.253,97.975,0.0,0.0,0.0,0.0,0.0,349.0,548.0
2.015,0.252,97.733,0.0,0.0,0.0,32768.0,0.0,1601.0,1827.0
2.757,0.501,96.491,0.251,0.0,0.0,0.0,20480.0,1422.0,1663.0
1.523,0.508,97.970,0.0,0.0,0.0,0.0,8192.0,1757.0,2092.0
1.266,0.759,97.975,0.0,0.0,0.0,0.0,0.0,349.0,568.0
2.020,0.758,97.222,0.0,0.0,0.0,0.0,0.0,1658.0,1852.0
2.015,0.504,97.481,0.0,0.0,0.0,0.0,0.0,1426.0,1613.0
2.010,0.503,97.236,0.0,0.0,0.251,0.0,24576.0,403.0,630.0
2.267,0.252,97.481,0.0,0.0,0.0,0.0,0.0,1679.0,1953.0
2.267,0.252,97.481,0.0,0.0,0.0,0.0,0.0,1484.0,1647.0
2.261,0.503,97.236,0.0,0.0,0.0,0.0,0.0,349.0,519.0
1.511,0.504,97.985,0.0,0.0,0.0,0.0,0.0,1651.0,1840.0
1.500,0.500,97.500,0.500,0.0,0.0,0.0,20480.0,1438.0,1727.0
1.508,0.251,97.990,0.0,0.0,0.251,0.0,4096.0,349.0,539.0
1.511,0.252,98.237,0.0,0.0,0.0,0.0,0.0,1467.0,1786.0
1.266,0.253,98.481,0.0,0.0,0.0,0.0,0.0,1609.0,1737.0
1.508,0.503,97.990,0.0,0.0,0.0,0.0,0.0,349.0,523.0
1.508,0.754,97.487,0.251,0.0,0.0,0.0,28672.0,1480.0,1982.0
1.511,0.504,97.985,0.0,0.0,0.0,0.0,0.0,1621.0,1719.0
1.003,1.003,97.995,0.0,0.0,0.0,0.0,0.0,349.0,535.0
1.511,0.252,98.237,0.0,0.0,0.0,0.0,0.0,1471.0,1873.0
1.010,0.505,98.485,0.0,0.0,0.0,0.0,0.0,349.0,327.0
1.259,0.756,97.733,0.252,0.0,0.0,0.0,20480.0,1741.0,1999.0
1.010,0.505,98.485,0.0,0.0,0.0,0.0,36864.0,1418.0,1868.0
1.263,0.253,98.485,0.0,0.0,0.0,0.0,0.0,391.0,327.0
1.256,0.754,97.990,0.0,0.0,0.0,0.0,0.0,1683.0,1973.0
1.515,0.0,98.485,0.0,0.0,0.0,0.0,0.0,1416.0,1631.0
1.008,0.756,97.985,0.252,0.0,0.0,0.0,32768.0,403.0,618.0
1.256,0.503,98.241,0.0,0.0,0.0,0.0,0.0,1546.0,1885.0
1.515,0.253,98.232,0.0,0.0,0.0,0.0,0.0,1620.0,1689.0
1.508,0.251,98.241,0.0,0.0,0.0,0.0,0.0,307.0,510.0
0.761,0.254,98.985,0.0,0.0,0.0,0.0,0.0,1554.0,1954.0
1.508,0.503,97.739,0.251,0.0,0.0,0.0,20480.0,1605.0,1721.0
