"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-8-2",,,,"User:","ubuntu"
"Cmdline:","dstat --output /home/ubuntu/output/sync_stats.csv -cdn",,,,"Date:","04 Dec 2016 02:21:00 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
1.044,0.337,98.570,0.037,0.000,0.012,3205.632,17621.091,0.0,0.0
17.910,3.234,78.856,0.0,0.0,0.0,0.0,0.0,1218.0,1593.0
1.511,0.252,98.237,0.0,0.0,0.0,0.0,0.0,216.0,509.0
1.777,0.508,97.716,0.0,0.0,0.0,0.0,57344.0,16830.0,4679.0
1.259,0.252,98.489,0.0,0.0,0.0,0.0,0.0,307.0,327.0
1.266,0.0,98.734,0.0,0.0,0.0,0.0,0.0,1564.0,1913.0
1.010,0.505,97.980,0.505,0.0,0.0,0.0,36864.0,1406.0,1741.0
1.511,0.252,98.237,0.0,0.0,0.0,0.0,0.0,349.0,327.0
1.504,0.752,97.744,0.0,0.0,0.0,0.0,40960.0,1593.0,1786.0
1.266,0.759,97.975,0.0,0.0,0.0,0.0,0.0,1402.0,1583.0
2.244,0.499,97.257,0.0,0.0,0.0,0.0,0.0,349.0,530.0
1.263,0.253,97.980,0.505,0.0,0.0,0.0,36864.0,1696.0,2033.0
1.013,0.506,98.481,0.0,0.0,0.0,0.0,0.0,1717.0,1975.0
1.511,0.252,98.237,0.0,0.0,0.0,0.0,0.0,1439.0,1661.0
1.010,0.505,98.485,0.0,0.0,0.0,0.0,0.0,349.0,568.0
1.015,0.254,98.731,0.0,0.0,0.0,0.0,0.0,1646.0,1993.0
1.263,0.253,98.485,0.0,0.0,0.0,0.0,0.0,1405.0,1686.0
2.010,0.0,97.739,0.251,0.0,0.0,0.0,20480.0,349.0,327.0
1.750,0.750,97.500,0.0,0.0,0.0,0.0,16384.0,1684.0,1973.0
1.754,0.501,97.744,0.0,0.0,0.0,0.0,0.0,1367.0,1882.0
1.511,0.252,98.237,0.0,0.0,0.0,0.0,0.0,1666.0,1771.0
1.259,0.504,98.237,0.0,0.0,0.0,0.0,0.0,349.0,515.0
0.763,0.0,98.982,0.254,0.0,0.0,0.0,36864.0,1541.0,1962.0
1.263,0.505,98.232,0.0,0.0,0.0,0.0,65536.0,1608.0,1737.0
1.759,0.503,97.739,0.0,0.0,0.0,0.0,0.0,349.0,523.0
1.508,0.503,97.990,0.0,0.0,0.0,0.0,0.0,1499.0,1948.0
1.005,0.754,98.241,0.0,0.0,0.0,0.0,0.0,307.0,327.0
1.266,0.253,97.722,0.759,0.0,0.0,0.0,40960.0,1508.0,1907.0
2.256,0.501,97.243,0.0,0.0,0.0,0.0,0.0,1404.0,1741.0
2.010,0.503,97.487,0.0,0.0,0.0,0.0,0.0,1818.0,1851.0
1.015,0.254,98.731,0.0,0.0,0.0,0.0,0.0,349.0,601.0
2.506,0.501,96.992,0.0,0.0,0.0,0.0,0.0,1694.0,2062.0
1.759,0.503,97.739,0.0,0.0,0.0,0.0,0.0,1539.0,1787.0
1.266,0.253,97.468,1.013,0.0,0.0,0.0,20480.0,349.0,548.0
2.500,0.250,97.250,0.0,0.0,0.0,0.0,0.0,1433.0,1853.0
1.020,0.0,98.980,0.0,0.0,0.0,0.0,0.0,1508.0,1543.0
2.0,0.500,97.250,0.0,0.0,0.250,0.0,0.0,349.0,518.0
2.010,0.503,97.487,0.0,0.0,0.0,0.0,0.0,1425.0,1879.0
2.519,0.504,96.725,0.252,0.0,0.0,0.0,20480.0,1620.0,1785.0
1.263,0.505,98.232,0.0,0.0,0.0,0.0,0.0,349.0,564.0
1.508,0.754,97.739,0.0,0.0,0.0,0.0,0.0,1554.0,1927.0
2.750,0.250,97.0,0.0,0.0,0.0,0.0,0.0,1487.0,1663.0
1.519,0.759,97.722,0.0,0.0,0.0,0.0,0.0,403.0,626.0
1.269,0.508,98.223,0.0,0.0,0.0,0.0,0.0,1595.0,1872.0
2.506,0.501,96.742,0.251,0.0,0.0,0.0,24576.0,1495.0,1695.0
1.772,0.506,97.722,0.0,0.0,0.0,0.0,0.0,1686.0,2018.0
1.763,0.252,97.985,0.0,0.0,0.0,0.0,0.0,349.0,564.0
1.768,0.253,97.980,0.0,0.0,0.0,0.0,0.0,1423.0,1793.0
2.005,0.501,97.494,0.0,0.0,0.0,0.0,0.0,1670.0,1721.0
1.508,1.005,96.985,0.503,0.0,0.0,0.0,20480.0,349.0,548.0
2.010,0.251,97.739,0.0,0.0,0.0,0.0,0.0,1413.0,1819.0
1.763,0.504,97.733,0.0,0.0,0.0,0.0,0.0,1604.0,1721.0
1.763,0.504,97.733,0.0,0.0,0.0,0.0,0.0,403.0,622.0
2.005,0.501,97.494,0.0,0.0,0.0,0.0,0.0,1608.0,1867.0
2.010,0.503,97.487,0.0,0.0,0.0,0.0,20480.0,1391.0,1680.0
1.763,0.504,97.481,0.252,0.0,0.0,0.0,24576.0,349.0,327.0
2.015,0.0,97.985,0.0,0.0,0.0,0.0,0.0,1591.0,1852.0
1.768,0.505,97.727,0.0,0.0,0.0,0.0,0.0,1589.0,1812.0
1.018,0.254,98.728,0.0,0.0,0.0,0.0,0.0,307.0,327.0
2.020,0.253,97.727,0.0,0.0,0.0,0.0,32768.0,1540.0,1811.0
2.256,0.501,96.742,0.501,0.0,0.0,0.0,32768.0,1461.0,1766.0
2.256,0.251,97.494,0.0,0.0,0.0,0.0,0.0,349.0,327.0
2.256,0.501,97.243,0.0,0.0,0.0,0.0,0.0,1796.0,2073.0
2.256,0.501,97.243,0.0,0.0,0.0,0.0,0.0,1404.0,1807.0
