"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-8-2",,,,"User:","ubuntu"
"Cmdline:","dstat --output /home/ubuntu/output/sync_stats_2.csv -cdn",,,,"Date:","06 Dec 2016 05:38:28 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
1.085,0.345,98.518,0.039,0.000,0.013,3502.243,19619.654,0.0,0.0
16.927,5.990,16.406,60.677,0.0,0.0,25284608.0,0.0,108.0,66.0
64.433,7.216,8.505,19.845,0.0,0.0,4874240.0,0.0,216.0,867.0
9.669,6.616,75.318,8.397,0.0,0.0,1716224.0,73728.0,330.0,3298.0
1.010,0.505,98.485,0.0,0.0,0.0,0.0,0.0,66.0,230.0
2.0,0.500,96.500,0.750,0.0,0.250,73728.0,0.0,4176.0,2873.0
5.627,2.558,80.307,11.509,0.0,0.0,5693440.0,0.0,86447.0,34362.0
2.519,0.504,96.977,0.0,0.0,0.0,0.0,0.0,9549.0,7399.0
2.278,0.506,96.709,0.506,0.0,0.0,0.0,45056.0,6130.0,7480.0
1.266,0.253,98.481,0.0,0.0,0.0,0.0,0.0,1054.0,2305.0
2.010,0.503,96.985,0.503,0.0,0.0,0.0,167936.0,6097.0,8425.0
1.768,0.505,97.727,0.0,0.0,0.0,0.0,0.0,6303.0,7690.0
1.015,0.254,98.731,0.0,0.0,0.0,0.0,0.0,5050.0,6159.0
2.278,0.506,97.215,0.0,0.0,0.0,0.0,69632.0,6290.0,7584.0
2.261,0.754,96.985,0.0,0.0,0.0,0.0,0.0,5589.0,6849.0
1.759,0.503,97.739,0.0,0.0,0.0,0.0,0.0,856.0,745.0
1.515,0.758,97.727,0.0,0.0,0.0,0.0,0.0,6046.0,7410.0
2.010,0.754,97.236,0.0,0.0,0.0,0.0,0.0,6464.0,7720.0
2.525,0.253,97.222,0.0,0.0,0.0,0.0,45056.0,5402.0,6645.0
2.256,0.501,97.243,0.0,0.0,0.0,0.0,0.0,6022.0,6785.0
2.250,0.750,97.0,0.0,0.0,0.0,0.0,0.0,964.0,1590.0
1.508,0.754,97.487,0.0,0.0,0.251,0.0,0.0,6101.0,6900.0
2.500,0.750,96.750,0.0,0.0,0.0,65536.0,0.0,5862.0,6662.0
3.015,0.503,96.482,0.0,0.0,0.0,65536.0,40960.0,5622.0,7863.0
1.023,0.0,98.977,0.0,0.0,0.0,0.0,0.0,6097.0,8449.0
1.519,0.253,98.228,0.0,0.0,0.0,0.0,0.0,856.0,2123.0
1.515,0.758,97.727,0.0,0.0,0.0,0.0,0.0,6576.0,7969.0
1.519,0.506,97.975,0.0,0.0,0.0,0.0,0.0,5787.0,7017.0
2.778,0.253,96.970,0.0,0.0,0.0,0.0,40960.0,5121.0,6495.0
1.763,0.504,97.733,0.0,0.0,0.0,0.0,0.0,6098.0,7301.0
1.511,0.756,97.733,0.0,0.0,0.0,0.0,0.0,856.0,754.0
1.768,0.253,97.980,0.0,0.0,0.0,0.0,0.0,6198.0,7228.0
1.768,0.505,97.727,0.0,0.0,0.0,0.0,0.0,5544.0,7019.0
2.015,0.252,97.481,0.0,0.0,0.252,0.0,40960.0,6072.0,7122.0
2.481,0.993,96.526,0.0,0.0,0.0,0.0,0.0,5856.0,7090.0
1.511,0.252,98.237,0.0,0.0,0.0,0.0,0.0,922.0,1291.0
1.005,1.005,97.990,0.0,0.0,0.0,0.0,0.0,6175.0,6923.0
1.259,0.756,97.985,0.0,0.0,0.0,0.0,0.0,5129.0,6393.0
2.010,1.256,96.734,0.0,0.0,0.0,0.0,40960.0,6642.0,8016.0
1.768,0.253,97.980,0.0,0.0,0.0,0.0,0.0,1054.0,2305.0
2.015,0.504,97.481,0.0,0.0,0.0,0.0,20480.0,6125.0,8349.0
0.509,0.509,98.982,0.0,0.0,0.0,0.0,0.0,5515.0,6627.0
1.511,0.756,97.733,0.0,0.0,0.0,0.0,0.0,5708.0,7079.0
1.772,0.253,97.975,0.0,0.0,0.0,0.0,49152.0,856.0,732.0
1.263,0.758,97.980,0.0,0.0,0.0,0.0,0.0,5846.0,7553.0
1.759,0.503,97.739,0.0,0.0,0.0,0.0,151552.0,5973.0,7115.0
1.759,0.503,97.739,0.0,0.0,0.0,0.0,0.0,4890.0,6048.0
1.259,0.756,97.985,0.0,0.0,0.0,0.0,0.0,6175.0,7328.0
2.261,0.251,97.487,0.0,0.0,0.0,0.0,49152.0,856.0,647.0
1.519,0.506,97.975,0.0,0.0,0.0,0.0,4096.0,6022.0,6821.0
1.995,0.998,97.007,0.0,0.0,0.0,0.0,0.0,6377.0,7885.0
1.013,0.506,98.481,0.0,0.0,0.0,0.0,0.0,5307.0,6269.0
1.266,0.0,98.734,0.0,0.0,0.0,0.0,0.0,5761.0,6489.0
1.008,0.756,98.237,0.0,0.0,0.0,0.0,0.0,1162.0,1365.0
2.256,0.752,96.491,0.501,0.0,0.0,0.0,49152.0,6189.0,8476.0
1.759,0.251,97.990,0.0,0.0,0.0,0.0,0.0,5955.0,8290.0
1.759,0.503,97.739,0.0,0.0,0.0,0.0,143360.0,5373.0,7021.0
1.013,0.253,98.734,0.0,0.0,0.0,0.0,0.0,5718.0,6764.0
1.759,0.251,97.990,0.0,0.0,0.0,0.0,0.0,856.0,758.0
