"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-8-3",,,,"User:","ubuntu"
"Cmdline:","dstat --output /home/ubuntu/output/sync_stats_3.csv -cdn",,,,"Date:","06 Dec 2016 05:38:28 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
1.478,0.429,98.039,0.042,0.000,0.012,3213.557,19836.816,0.0,0.0
26.209,7.634,10.178,55.980,0.0,0.0,22654976.0,61440.0,108.0,66.0
54.750,9.750,8.0,27.250,0.0,0.250,5447680.0,0.0,174.0,867.0
4.051,4.810,80.759,10.380,0.0,0.0,962560.0,0.0,330.0,3298.0
1.010,0.505,98.485,0.0,0.0,0.0,0.0,0.0,108.0,230.0
1.515,0.505,97.727,0.253,0.0,0.0,73728.0,0.0,4374.0,5196.0
7.595,2.025,79.241,10.886,0.0,0.253,5824512.0,40960.0,94537.0,39081.0
1.013,0.253,98.228,0.506,0.0,0.0,0.0,20480.0,1054.0,929.0
2.256,0.752,96.992,0.0,0.0,0.0,0.0,0.0,5952.0,8741.0
1.519,0.253,98.228,0.0,0.0,0.0,0.0,0.0,6224.0,7051.0
0.761,0.508,98.731,0.0,0.0,0.0,0.0,0.0,856.0,758.0
1.768,0.253,97.980,0.0,0.0,0.0,0.0,0.0,6297.0,7699.0
1.515,0.758,97.727,0.0,0.0,0.0,0.0,0.0,5795.0,7130.0
1.266,0.506,97.975,0.253,0.0,0.0,0.0,16384.0,5354.0,6340.0
2.0,1.250,96.750,0.0,0.0,0.0,0.0,0.0,5847.0,7483.0
2.250,1.250,96.500,0.0,0.0,0.0,0.0,0.0,6051.0,7115.0
2.005,0.501,97.494,0.0,0.0,0.0,0.0,0.0,856.0,770.0
2.506,0.752,96.491,0.0,0.0,0.251,0.0,0.0,6358.0,7781.0
2.256,0.501,97.243,0.0,0.0,0.0,0.0,0.0,5423.0,6418.0
2.743,0.748,96.259,0.249,0.0,0.0,0.0,16384.0,6193.0,7132.0
3.250,0.750,96.0,0.0,0.0,0.0,0.0,0.0,6523.0,9469.0
1.515,0.505,97.980,0.0,0.0,0.0,0.0,0.0,856.0,770.0
2.025,0.506,97.468,0.0,0.0,0.0,32768.0,0.0,6181.0,8842.0
2.015,0.504,97.481,0.0,0.0,0.0,98304.0,0.0,5244.0,6881.0
2.513,0.503,96.734,0.0,0.0,0.251,0.0,0.0,6461.0,7489.0
1.531,0.255,97.959,0.255,0.0,0.0,0.0,20480.0,5404.0,5078.0
2.020,0.758,97.222,0.0,0.0,0.0,4096.0,36864.0,2069.0,3591.0
1.768,0.505,97.727,0.0,0.0,0.0,0.0,0.0,5694.0,6690.0
2.261,0.754,96.985,0.0,0.0,0.0,0.0,0.0,5799.0,6971.0
1.519,0.506,97.975,0.0,0.0,0.0,0.0,0.0,5639.0,7243.0
1.768,0.505,97.727,0.0,0.0,0.0,0.0,0.0,6006.0,6595.0
1.508,0.754,97.487,0.251,0.0,0.0,0.0,45056.0,922.0,1014.0
1.768,0.505,97.727,0.0,0.0,0.0,0.0,0.0,6010.0,7059.0
2.256,0.501,96.992,0.0,0.0,0.251,0.0,0.0,5571.0,6864.0
2.010,0.754,97.236,0.0,0.0,0.0,0.0,0.0,5576.0,6722.0
2.750,0.500,96.750,0.0,0.0,0.0,0.0,0.0,6931.0,9643.0
2.005,0.501,97.494,0.0,0.0,0.0,0.0,0.0,856.0,774.0
1.759,0.754,97.236,0.251,0.0,0.0,0.0,28672.0,5957.0,8522.0
1.508,0.754,97.739,0.0,0.0,0.0,0.0,0.0,5494.0,6984.0
1.018,0.763,98.219,0.0,0.0,0.0,0.0,0.0,5978.0,6645.0
0.763,0.509,98.728,0.0,0.0,0.0,0.0,0.0,856.0,449.0
1.515,0.253,98.232,0.0,0.0,0.0,0.0,36864.0,6329.0,7886.0
1.253,1.003,97.744,0.0,0.0,0.0,0.0,0.0,5193.0,6249.0
1.515,0.253,97.980,0.253,0.0,0.0,0.0,16384.0,5891.0,6961.0
1.511,0.252,98.237,0.0,0.0,0.0,0.0,0.0,964.0,1089.0
1.010,0.758,98.232,0.0,0.0,0.0,0.0,0.0,5859.0,7252.0
1.763,0.252,97.985,0.0,0.0,0.0,0.0,0.0,5905.0,7052.0
1.500,1.0,97.500,0.0,0.0,0.0,0.0,0.0,5465.0,6930.0
1.508,0.503,97.990,0.0,0.0,0.0,0.0,0.0,5932.0,6860.0
1.746,0.499,97.257,0.499,0.0,0.0,0.0,16384.0,814.0,655.0
1.263,0.505,98.232,0.0,0.0,0.0,0.0,0.0,6655.0,9646.0
2.0,0.250,97.750,0.0,0.0,0.0,0.0,0.0,4985.0,6364.0
1.508,0.503,97.739,0.0,0.0,0.251,0.0,0.0,6307.0,7166.0
1.746,0.748,97.506,0.0,0.0,0.0,0.0,0.0,964.0,2565.0
1.010,0.505,98.485,0.0,0.0,0.0,0.0,0.0,6150.0,6969.0
1.504,0.752,97.494,0.251,0.0,0.0,0.0,16384.0,5969.0,6749.0
1.256,0.754,97.990,0.0,0.0,0.0,0.0,24576.0,5879.0,7540.0
1.259,0.252,98.489,0.0,0.0,0.0,0.0,0.0,5129.0,6054.0
1.759,0.251,97.990,0.0,0.0,0.0,0.0,0.0,5693.0,6385.0
1.256,0.503,98.241,0.0,0.0,0.0,0.0,0.0,964.0,1545.0
0.506,0.506,98.734,0.0,0.0,0.253,0.0,0.0,6056.0,7121.0
0.758,0.758,98.232,0.253,0.0,0.0,0.0,24576.0,5188.0,6091.0
1.010,0.505,98.485,0.0,0.0,0.0,0.0,0.0,6342.0,7647.0
1.259,0.252,98.489,0.0,0.0,0.0,0.0,0.0,856.0,638.0
1.010,0.253,98.737,0.0,0.0,0.0,0.0,0.0,6081.0,6987.0
2.005,0.251,97.744,0.0,0.0,0.0,0.0,0.0,5696.0,8507.0
1.504,0.501,97.995,0.0,0.0,0.0,0.0,4096.0,856.0,736.0
1.508,0.503,97.739,0.251,0.0,0.0,0.0,16384.0,5915.0,8642.0
1.508,0.503,97.990,0.0,0.0,0.0,0.0,0.0,5193.0,6845.0
1.013,0.506,98.481,0.0,0.0,0.0,0.0,0.0,5789.0,7024.0
1.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,856.0,766.0
1.508,0.503,97.990,0.0,0.0,0.0,0.0,0.0,5155.0,6654.0
1.008,0.504,98.489,0.0,0.0,0.0,0.0,0.0,5979.0,6898.0
1.259,0.504,97.985,0.252,0.0,0.0,0.0,16384.0,856.0,754.0
1.259,0.252,98.489,0.0,0.0,0.0,0.0,0.0,6036.0,6863.0
1.754,0.501,97.744,0.0,0.0,0.0,196608.0,0.0,5049.0,6745.0
1.995,0.499,97.506,0.0,0.0,0.0,65536.0,8192.0,6189.0,7144.0
1.008,0.252,98.741,0.0,0.0,0.0,0.0,0.0,964.0,1283.0
1.259,0.252,98.489,0.0,0.0,0.0,0.0,0.0,5255.0,6406.0
1.003,0.752,97.744,0.501,0.0,0.0,0.0,16384.0,5693.0,6800.0
1.008,0.504,98.489,0.0,0.0,0.0,0.0,0.0,1162.0,1453.0
1.008,0.504,98.489,0.0,0.0,0.0,0.0,0.0,5883.0,8556.0
1.005,0.754,98.241,0.0,0.0,0.0,0.0,0.0,5969.0,7186.0
0.758,0.505,98.737,0.0,0.0,0.0,0.0,0.0,964.0,2602.0
1.250,0.750,97.750,0.0,0.0,0.250,0.0,0.0,5999.0,7118.0
1.256,0.754,97.739,0.251,0.0,0.0,0.0,16384.0,5349.0,6424.0
4.750,0.750,94.500,0.0,0.0,0.0,0.0,20480.0,964.0,1324.0
1.763,0.0,98.237,0.0,0.0,0.0,0.0,0.0,5866.0,6568.0
1.504,0.752,97.494,0.0,0.0,0.251,0.0,0.0,5184.0,6101.0
1.759,0.503,97.739,0.0,0.0,0.0,0.0,0.0,6003.0,7345.0
1.508,0.251,98.241,0.0,0.0,0.0,0.0,0.0,856.0,774.0
1.256,0.503,97.739,0.503,0.0,0.0,0.0,24576.0,5403.0,6618.0
1.759,0.503,97.739,0.0,0.0,0.0,0.0,0.0,5954.0,7563.0
1.750,0.500,97.750,0.0,0.0,0.0,0.0,0.0,856.0,741.0
1.008,0.756,98.237,0.0,0.0,0.0,0.0,0.0,6019.0,6904.0
1.754,0.251,97.744,0.0,0.0,0.251,0.0,0.0,5553.0,8811.0
2.494,0.748,96.758,0.0,0.0,0.0,0.0,0.0,5780.0,7159.0
1.256,0.754,97.739,0.251,0.0,0.0,0.0,16384.0,1054.0,744.0
2.250,0.500,97.250,0.0,0.0,0.0,0.0,0.0,6391.0,8598.0
1.754,0.501,97.744,0.0,0.0,0.0,0.0,0.0,5287.0,7103.0
0.759,0.506,98.734,0.0,0.0,0.0,0.0,0.0,856.0,754.0
1.515,0.505,97.980,0.0,0.0,0.0,0.0,8192.0,6192.0,7424.0
1.266,0.253,98.481,0.0,0.0,0.0,0.0,0.0,5557.0,6604.0
2.010,0.754,96.985,0.251,0.0,0.0,0.0,24576.0,5657.0,6864.0
1.008,0.252,98.741,0.0,0.0,0.0,0.0,0.0,964.0,1275.0
1.759,0.251,97.990,0.0,0.0,0.0,0.0,0.0,4974.0,6320.0
1.508,0.503,97.990,0.0,0.0,0.0,0.0,0.0,6010.0,7074.0
2.005,0.501,97.494,0.0,0.0,0.0,0.0,0.0,6234.0,7531.0
1.500,1.0,97.500,0.0,0.0,0.0,0.0,0.0,856.0,667.0
2.0,0.250,97.500,0.250,0.0,0.0,0.0,16384.0,5283.0,6381.0
1.263,0.505,98.232,0.0,0.0,0.0,0.0,0.0,6040.0,9178.0
1.259,0.252,98.489,0.0,0.0,0.0,0.0,16384.0,856.0,770.0
1.259,0.756,97.985,0.0,0.0,0.0,0.0,0.0,6303.0,7107.0
1.508,0.754,97.739,0.0,0.0,0.0,0.0,0.0,5830.0,8975.0
1.759,0.251,97.990,0.0,0.0,0.0,0.0,0.0,5584.0,6748.0
2.020,0.758,96.717,0.253,0.0,0.253,0.0,16384.0,6044.0,7227.0
2.750,0.750,96.500,0.0,0.0,0.0,0.0,24576.0,964.0,1262.0
3.015,0.503,96.482,0.0,0.0,0.0,0.0,0.0,6387.0,7284.0
1.768,0.758,97.475,0.0,0.0,0.0,0.0,0.0,5888.0,6464.0
2.494,0.998,96.509,0.0,0.0,0.0,0.0,0.0,5482.0,7295.0
2.025,0.506,97.468,0.0,0.0,0.0,0.0,0.0,6287.0,7122.0
2.267,0.504,96.977,0.252,0.0,0.0,0.0,24576.0,5944.0,6817.0
2.020,0.253,97.727,0.0,0.0,0.0,0.0,0.0,964.0,1271.0
2.273,0.253,97.475,0.0,0.0,0.0,0.0,0.0,6044.0,6958.0
1.772,0.759,97.468,0.0,0.0,0.0,0.0,0.0,5623.0,6705.0
3.0,0.500,96.500,0.0,0.0,0.0,0.0,0.0,5544.0,8483.0
2.513,0.503,96.985,0.0,0.0,0.0,0.0,0.0,6019.0,6759.0
3.0,1.0,95.750,0.250,0.0,0.0,0.0,16384.0,6061.0,8529.0
2.500,0.500,96.750,0.0,0.0,0.250,0.0,0.0,964.0,1483.0
2.267,0.504,97.229,0.0,0.0,0.0,0.0,0.0,6197.0,7295.0
2.993,0.748,96.259,0.0,0.0,0.0,0.0,0.0,6131.0,7126.0
2.764,0.503,96.734,0.0,0.0,0.0,0.0,0.0,5443.0,6749.0
2.750,0.750,96.500,0.0,0.0,0.0,0.0,0.0,6106.0,6970.0
2.267,0.252,96.977,0.504,0.0,0.0,0.0,16384.0,856.0,441.0
1.777,0.508,97.716,0.0,0.0,0.0,0.0,0.0,6449.0,7958.0
2.015,1.008,96.977,0.0,0.0,0.0,0.0,0.0,6180.0,7309.0
2.771,0.0,97.229,0.0,0.0,0.0,0.0,4096.0,5704.0,6662.0
2.764,0.251,96.985,0.0,0.0,0.0,0.0,0.0,964.0,1291.0
3.023,0.504,96.474,0.0,0.0,0.0,0.0,0.0,7612.0,4753.0
8.728,2.494,88.279,0.249,0.0,0.249,0.0,16384.0,4371.0,3583.0
6.313,7.323,85.606,0.758,0.0,0.0,385024.0,0.0,3062.0,4041.0
2.025,0.253,97.722,0.0,0.0,0.0,0.0,0.0,374.0,1880.0
