"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-8-5",,,,"User:","ubuntu"
"Cmdline:","dstat --output /home/ubuntu/output/sync_stats_5.csv -cdn",,,,"Date:","06 Dec 2016 05:38:28 UTC"

"total cpu usage",,,,,,"dsk/total",,"net/total",
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send"
1.216,0.440,98.296,0.038,0.000,0.011,3123.592,19838.762,0.0,0.0
25.258,4.639,13.918,56.186,0.0,0.0,22929408.0,69632.0,108.0,66.0
58.750,10.250,13.250,17.750,0.0,0.0,6037504.0,0.0,480.0,4015.0
0.750,0.500,98.750,0.0,0.0,0.0,0.0,49152.0,66.0,230.0
0.501,0.752,98.747,0.0,0.0,0.0,0.0,0.0,66.0,150.0
1.504,0.251,98.246,0.0,0.0,0.0,73728.0,0.0,4176.0,3731.0
4.859,1.279,85.678,7.928,0.0,0.256,5918720.0,0.0,89235.0,35781.0
2.244,1.247,96.509,0.0,0.0,0.0,0.0,20480.0,12899.0,9430.0
1.995,0.499,97.506,0.0,0.0,0.0,0.0,0.0,5930.0,9177.0
0.503,0.754,98.744,0.0,0.0,0.0,0.0,0.0,856.0,525.0
0.750,1.250,98.0,0.0,0.0,0.0,0.0,0.0,6220.0,7172.0
0.756,0.504,98.741,0.0,0.0,0.0,0.0,0.0,6402.0,7514.0
0.506,0.253,99.241,0.0,0.0,0.0,0.0,0.0,5550.0,8069.0
1.496,0.499,97.506,0.499,0.0,0.0,0.0,16384.0,6232.0,7278.0
1.0,0.750,98.0,0.0,0.0,0.250,0.0,0.0,5763.0,7493.0
0.501,1.003,98.496,0.0,0.0,0.0,0.0,0.0,856.0,525.0
1.500,0.500,98.0,0.0,0.0,0.0,0.0,0.0,5819.0,6829.0
0.756,0.504,98.741,0.0,0.0,0.0,0.0,0.0,6380.0,7375.0
0.508,0.0,99.492,0.0,0.0,0.0,0.0,0.0,5386.0,6347.0
0.500,1.0,98.0,0.250,0.0,0.250,0.0,16384.0,6101.0,7507.0
0.503,0.754,98.744,0.0,0.0,0.0,0.0,0.0,964.0,1262.0
0.756,0.504,98.741,0.0,0.0,0.0,0.0,0.0,6158.0,7430.0
1.500,0.500,98.0,0.0,0.0,0.0,0.0,0.0,6207.0,8889.0
0.756,0.252,98.992,0.0,0.0,0.0,131072.0,0.0,5250.0,6899.0
1.253,0.251,98.496,0.0,0.0,0.0,0.0,0.0,6340.0,7394.0
0.504,0.252,98.741,0.504,0.0,0.0,0.0,16384.0,856.0,750.0
1.003,0.752,98.246,0.0,0.0,0.0,0.0,0.0,6778.0,8106.0
1.0,0.750,98.250,0.0,0.0,0.0,0.0,0.0,6026.0,8360.0
1.250,0.750,98.0,0.0,0.0,0.0,0.0,28672.0,5262.0,6981.0
0.754,0.754,98.492,0.0,0.0,0.0,0.0,0.0,6188.0,7402.0
0.754,0.251,98.995,0.0,0.0,0.0,0.0,0.0,856.0,1053.0
0.758,0.505,98.485,0.253,0.0,0.0,0.0,24576.0,6091.0,6732.0
0.756,0.504,98.741,0.0,0.0,0.0,0.0,0.0,6323.0,8046.0
0.758,0.505,98.737,0.0,0.0,0.0,0.0,4096.0,5348.0,6621.0
1.995,0.499,97.506,0.0,0.0,0.0,0.0,0.0,6088.0,7002.0
0.750,1.0,98.250,0.0,0.0,0.0,0.0,0.0,922.0,1586.0
0.756,0.504,98.741,0.0,0.0,0.0,0.0,0.0,6475.0,6874.0
0.758,0.505,98.485,0.253,0.0,0.0,0.0,24576.0,5741.0,7109.0
0.758,0.505,98.737,0.0,0.0,0.0,0.0,20480.0,6394.0,9210.0
1.0,0.500,98.500,0.0,0.0,0.0,0.0,0.0,856.0,778.0
1.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,6030.0,6761.0
1.010,0.505,98.485,0.0,0.0,0.0,0.0,0.0,5935.0,7589.0
1.256,0.503,98.241,0.0,0.0,0.0,0.0,0.0,6674.0,8865.0
0.752,0.752,97.995,0.501,0.0,0.0,0.0,16384.0,3844.0,2267.0
0.754,0.754,98.492,0.0,0.0,0.0,0.0,0.0,2894.0,5719.0
0.759,0.506,98.734,0.0,0.0,0.0,0.0,0.0,6025.0,7389.0
0.758,0.253,98.990,0.0,0.0,0.0,0.0,0.0,5145.0,6483.0
0.756,0.756,98.489,0.0,0.0,0.0,0.0,0.0,6201.0,7456.0
1.003,0.752,98.246,0.0,0.0,0.0,0.0,0.0,856.0,750.0
1.003,1.253,97.494,0.251,0.0,0.0,0.0,16384.0,5926.0,7016.0
1.263,0.505,98.232,0.0,0.0,0.0,0.0,0.0,6088.0,7036.0
0.758,0.505,98.737,0.0,0.0,0.0,0.0,0.0,4973.0,6600.0
1.259,0.756,97.985,0.0,0.0,0.0,0.0,0.0,6240.0,7302.0
1.003,0.752,98.246,0.0,0.0,0.0,0.0,0.0,964.0,2565.0
1.500,1.0,97.500,0.0,0.0,0.0,0.0,0.0,6550.0,7212.0
1.259,0.504,97.733,0.504,0.0,0.0,0.0,16384.0,6130.0,7092.0
1.759,0.503,97.739,0.0,0.0,0.0,0.0,0.0,5460.0,6972.0
0.758,0.505,98.737,0.0,0.0,0.0,0.0,0.0,5990.0,7290.0
0.756,0.504,98.741,0.0,0.0,0.0,0.0,20480.0,856.0,1779.0
1.496,0.998,97.506,0.0,0.0,0.0,0.0,0.0,5920.0,7607.0
1.005,0.754,98.241,0.0,0.0,0.0,0.0,0.0,5981.0,6776.0
0.505,0.505,98.990,0.0,0.0,0.0,0.0,24576.0,5312.0,6206.0
1.0,0.750,98.250,0.0,0.0,0.0,0.0,0.0,964.0,1574.0
1.754,0.251,97.995,0.0,0.0,0.0,0.0,0.0,6183.0,7163.0
1.008,0.504,98.489,0.0,0.0,0.0,0.0,0.0,5053.0,5765.0
1.508,0.754,97.739,0.0,0.0,0.0,0.0,0.0,6324.0,7804.0
1.250,0.750,98.0,0.0,0.0,0.0,0.0,0.0,856.0,445.0
0.756,1.008,97.985,0.252,0.0,0.0,0.0,16384.0,6045.0,8850.0
1.504,0.752,97.744,0.0,0.0,0.0,0.0,4096.0,5316.0,6577.0
1.0,0.750,98.250,0.0,0.0,0.0,0.0,0.0,856.0,1372.0
1.504,0.501,97.995,0.0,0.0,0.0,0.0,0.0,5678.0,6849.0
1.005,0.503,98.241,0.0,0.0,0.251,0.0,0.0,5616.0,7622.0
0.505,0.253,99.242,0.0,0.0,0.0,0.0,0.0,856.0,2044.0
0.505,0.505,98.232,0.758,0.0,0.0,0.0,28672.0,6047.0,6945.0
1.008,0.756,98.237,0.0,0.0,0.0,131072.0,0.0,5626.0,7149.0
1.013,0.253,98.734,0.0,0.0,0.0,131072.0,0.0,5823.0,6889.0
1.005,0.503,98.492,0.0,0.0,0.0,0.0,0.0,856.0,766.0
1.746,0.748,97.506,0.0,0.0,0.0,0.0,0.0,6312.0,7579.0
1.005,0.503,98.492,0.0,0.0,0.0,0.0,0.0,5390.0,6718.0
1.010,0.253,97.980,0.758,0.0,0.0,0.0,16384.0,5766.0,6880.0
0.756,0.756,98.489,0.0,0.0,0.0,0.0,0.0,964.0,966.0
1.253,0.501,98.246,0.0,0.0,0.0,0.0,0.0,5750.0,6717.0
1.253,0.752,97.995,0.0,0.0,0.0,0.0,0.0,6116.0,7660.0
0.754,0.503,98.744,0.0,0.0,0.0,0.0,0.0,964.0,2644.0
0.758,0.505,98.737,0.0,0.0,0.0,0.0,0.0,5936.0,6972.0
1.259,0.504,97.985,0.252,0.0,0.0,0.0,16384.0,5266.0,6594.0
0.756,0.504,98.741,0.0,0.0,0.0,0.0,0.0,1162.0,1386.0
1.256,0.503,98.241,0.0,0.0,0.0,0.0,0.0,6079.0,8410.0
0.756,0.504,98.741,0.0,0.0,0.0,0.0,20480.0,5307.0,6365.0
0.758,0.253,98.990,0.0,0.0,0.0,0.0,0.0,964.0,1291.0
1.003,0.752,98.246,0.0,0.0,0.0,0.0,0.0,5918.0,6637.0
1.746,0.499,97.506,0.249,0.0,0.0,0.0,24576.0,5386.0,6492.0
1.013,0.253,98.734,0.0,0.0,0.0,0.0,0.0,6016.0,6919.0
0.754,0.503,98.744,0.0,0.0,0.0,0.0,0.0,856.0,1410.0
1.256,0.251,98.492,0.0,0.0,0.0,0.0,0.0,5597.0,6432.0
0.503,1.005,98.492,0.0,0.0,0.0,0.0,0.0,5340.0,6946.0
1.500,0.750,97.750,0.0,0.0,0.0,0.0,0.0,6134.0,7470.0
1.008,0.252,98.489,0.252,0.0,0.0,0.0,16384.0,1054.0,744.0
1.253,0.501,98.246,0.0,0.0,0.0,0.0,0.0,6712.0,9551.0
1.005,0.503,98.492,0.0,0.0,0.0,0.0,0.0,5142.0,6308.0
0.253,0.253,99.495,0.0,0.0,0.0,0.0,0.0,856.0,758.0
1.500,0.750,97.750,0.0,0.0,0.0,0.0,0.0,6691.0,7952.0
